form	lemma	id	pos	pers	num	tense	mood	voice	gend	case	degree
οὐ	οὐ	7	d	-	-	-	-	-	-	-	-
κατοικτίρων	κατοικτείρω	8	v	-	s	p	p	a	m	n	-
ἕδραν	ἕδρα	9	n	-	s	-	-	-	f	a	-
.	.	10	u	-	-	-	-	-	-	-	-

ἀλλ'	ἀλλά	1	c	-	-	-	-	-	-	-	-
ὦ	ὦ	2	i	-	-	-	-	-	-	-	-
κρατύνων	κρατύνω	3	v	-	s	p	p	a	m	n	-
Οἰδίπους	Οἰδίπους	4	n	-	s	-	-	-	m	v	-
χώρας	χώρα	5	n	-	s	-	-	-	f	g	-
ἐμῆς	ἐμός	6	p	-	s	-	-	-	f	g	-
,	,	7	u	-	-	-	-	-	-	-	-
ὁρᾷς	ὁράω	8	v	2	s	p	i	a	-	-	-
μὲν	μέν	9	d	-	-	-	-	-	-	-	-
ἡμᾶς	ἐγώ	10	p	-	p	-	-	-	f	a	-
ἡλίκοι	ἡλίκος	11	p	-	p	-	-	-	m	n	-
προσήμεθα	πρόσημαι	12	v	1	p	p	i	e	-	-	-
βωμοῖσι	βωμός	13	n	-	p	-	-	-	m	d	-
τοῖς	ὁ	14	l	-	p	-	-	-	m	d	-
σοῖς	σός	15	p	-	p	-	-	-	m	d	-
·	·	16	u	-	-	-	-	-	-	-	-

οἱ	ὁ	1	p	-	p	-	-	-	m	n	-
μὲν	μέν	2	d	-	-	-	-	-	-	-	-
οὐδέπω	οὐδέπω	3	d	-	-	-	-	-	-	-	-
μακρὰν	μακράν	4	d	-	-	-	-	-	-	-	-
πτέσθαι	πέτομαι	5	v	-	-	a	n	m	-	-	-
σθένοντες	σθένω	6	v	-	p	p	p	a	m	n	-
,	,	7	u	-	-	-	-	-	-	-	-
οἱ	ὁ	8	p	-	p	-	-	-	m	n	-
δὲ	δέ	9	d	-	-	-	-	-	-	-	-
σὺν	σύν	10	r	-	-	-	-	-	-	-	-
γήρᾳ	γῆρας	11	n	-	s	-	-	-	n	d	-
βαρεῖς	βαρύς	12	a	-	p	-	-	-	m	n	-
,	,	13	u	-	-	-	-	-	-	-	-
ἱερῆς	ἱερεύς	14	n	-	p	-	-	-	m	n	-
,	,	15	u	-	-	-	-	-	-	-	-
ἐγὼ	ἐγώ	16	p	-	s	-	-	-	m	n	-
μὲν	μέν	17	d	-	-	-	-	-	-	-	-
Ζηνός	Ζεύς	18	n	-	s	-	-	-	m	g	-
,	,	19	u	-	-	-	-	-	-	-	-
οἵδε	ὅδε	20	p	-	p	-	-	-	m	n	-
τ'	τε	21	c	-	-	-	-	-	-	-	-
ᾐθέων	ἠίθεος	22	n	-	p	-	-	-	m	g	-
λεκτοί	λεκτός	23	a	-	p	-	-	-	m	n	-
·	·	24	u	-	-	-	-	-	-	-	-

τὸ	ὁ	1	l	-	s	-	-	-	n	n	-
δ'	δέ	2	d	-	-	-	-	-	-	-	-
ἄλλο	ἄλλος	3	p	-	s	-	-	-	n	n	-
φῦλον	φῦλον	4	n	-	s	-	-	-	n	n	-
ἐξεστεμμένον	ἐκστέφω	5	v	-	s	r	p	e	n	n	-
ἀγοραῖσι	ἀγορά	6	n	-	p	-	-	-	f	d	-
θακεῖ	θακέω	7	v	3	s	p	i	a	-	-	-
πρός	πρός	8	r	-	-	-	-	-	-	-	-
τε	τε	9	c	-	-	-	-	-	-	-	-
Παλλάδος	Παλλάς	10	n	-	s	-	-	-	f	g	-
διπλοῖς	διπλόος	11	a	-	p	-	-	-	m	d	-
ναοῖς	ναός	12	n	-	p	-	-	-	m	d	-
,	,	13	u	-	-	-	-	-	-	-	-
ἐπ'	ἐπί	14	r	-	-	-	-	-	-	-	-
Ἰσμηνοῦ	Ἰσμηνός	15	n	-	s	-	-	-	m	g	-
τε	τε	16	c	-	-	-	-	-	-	-	-
μαντείᾳ	μαντεῖος	17	a	-	s	-	-	-	f	d	-
σποδῷ	σποδός	18	n	-	s	-	-	-	f	d	-
.	.	19	u	-	-	-	-	-	-	-	-

πόλις	πόλις	1	n	-	s	-	-	-	f	n	-
γάρ	γάρ	2	d	-	-	-	-	-	-	-	-
,	,	3	u	-	-	-	-	-	-	-	-
ὥσπερ	ὥσπερ	4	c	-	-	-	-	-	-	-	-
κ	καί	5	c	-	-	-	-	-	-	-	-
αὐτὸς	αὐτός	6	p	-	s	-	-	-	m	n	-
εἰσορᾷς	εἰσοράω	7	v	2	s	p	i	a	-	-	-
,	,	8	u	-	-	-	-	-	-	-	-
ἄγαν	ἄγαν	9	d	-	-	-	-	-	-	-	-
ἤδη	ἤδη	10	d	-	-	-	-	-	-	-	-
σαλεύει	σαλεύω	11	v	3	s	p	i	a	-	-	-
κ	καί	12	c	-	-	-	-	-	-	-	-
ἀνακουφίσαι	ἀνακουφίζω	13	v	-	-	a	n	a	-	-	-
κάρα	κάρα	14	n	-	s	-	-	-	n	a	-
βυθῶν	βυθός	15	n	-	p	-	-	-	m	g	-
ἔτ'	ἔτι	16	d	-	-	-	-	-	-	-	-
οὐχ	οὐ	17	d	-	-	-	-	-	-	-	-
οἵα	οἷος	18	p	-	s	-	-	-	f	n	-
τε	τε	19	c	-	-	-	-	-	-	-	-
φοινίου	φοίνιος	20	a	-	s	-	-	-	m	g	-
σάλου	σάλος	21	n	-	s	-	-	-	m	g	-
,	,	22	u	-	-	-	-	-	-	-	-
φθίνουσα	φθίω	23	v	-	s	p	p	a	f	n	-
μὲν	μέν	24	d	-	-	-	-	-	-	-	-
κάλυξιν	κάλυξ	25	n	-	p	-	-	-	f	d	-
ἐγκάρποις	ἔγκαρπος	26	a	-	p	-	-	-	f	d	-
χθονός	χθών	27	n	-	s	-	-	-	f	g	-
,	,	28	u	-	-	-	-	-	-	-	-
φθίνουσα	φθίω	29	v	-	s	p	p	a	f	n	-
δ'	δέ	30	d	-	-	-	-	-	-	-	-
ἀγέλαις	ἀγέλη	31	n	-	p	-	-	-	f	d	-
βουνόμοις	βουνόμος	32	a	-	p	-	-	-	f	d	-
τόκοισί	τόκος	33	n	-	p	-	-	-	m	d	-
τε	τε	34	c	-	-	-	-	-	-	-	-
ἀγόνοις	ἄγονος	35	a	-	p	-	-	-	m	d	-
γυναικῶν	γυνή	36	n	-	p	-	-	-	f	g	-
·	·	37	u	-	-	-	-	-	-	-	-

ἐν	ἐν	1	d	-	-	-	-	-	-	-	-
δ'	δέ	2	d	-	-	-	-	-	-	-	-
ὁ	ὁ	3	l	-	s	-	-	-	m	n	-
πυρφόρος	πυρφόρος	4	a	-	s	-	-	-	m	n	-
θεὸς	θεός	5	n	-	s	-	-	-	m	n	-
σκήψας	σκήπτω	6	v	-	s	a	p	a	m	n	-
ἐλαύνει	ἐλαύνω	7	v	3	s	p	i	a	-	-	-
,	,	8	u	-	-	-	-	-	-	-	-
λοιμὸς	λοιμός	9	n	-	s	-	-	-	m	n	-
ἔχθιστος	ἐχθρός	10	a	-	s	-	-	-	m	n	-
,	,	11	u	-	-	-	-	-	-	-	-
πόλιν	πόλις	12	n	-	s	-	-	-	f	a	-
,	,	13	u	-	-	-	-	-	-	-	-
ὑφ'	ὑπό	14	r	-	-	-	-	-	-	-	-
οὗ	ὅς	15	p	-	s	-	-	-	m	g	-
κενοῦται	κενόω	16	v	3	s	p	i	e	-	-	-
δῶμα	δῶμα	17	n	-	s	-	-	-	n	n	-
Καδμεῖον	Καδμεῖος	18	a	-	s	-	-	-	n	n	-
,	,	19	u	-	-	-	-	-	-	-	-
μέλας	μέλας	20	a	-	s	-	-	-	m	n	-
δ'	δέ	21	d	-	-	-	-	-	-	-	-
Ἅιδης	ᾍδης	22	n	-	s	-	-	-	m	n	-
στεναγμοῖς	στεναγμός	23	n	-	p	-	-	-	m	d	-
καὶ	καί	24	c	-	-	-	-	-	-	-	-
γόοις	γόος	25	n	-	p	-	-	-	m	d	-
πλουτίζεται	πλουτίζω	26	v	3	s	p	i	e	-	-	-
.	.	27	u	-	-	-	-	-	-	-	-

θεοῖσι	θεός	1	n	-	p	-	-	-	m	d	-
μέν	μέν	2	d	-	-	-	-	-	-	-	-
νυν	νῦν	3	d	-	-	-	-	-	-	-	-
οὐκ	οὐ	4	d	-	-	-	-	-	-	-	-
ἰσούμενόν	ἰσόω	5	v	-	s	p	p	e	m	a	-
σ'	σύ	6	p	-	s	-	-	-	m	a	-
ἐγὼ	ἐγώ	7	p	-	s	-	-	-	m	n	-
οὐ	οὐδέ	8	c	-	-	-	-	-	-	-	-
δ'	οὐδέ	9	c	-	-	-	-	-	-	-	-
οἵδε	ὅδε	10	p	-	p	-	-	-	m	n	-
παῖδες	παῖς	11	n	-	p	-	-	-	m	n	-
ἑζόμεσθ'	ἕζομαι	12	v	1	p	a	i	m	-	-	-
ἐφέστιοι	ἐφέστιος	13	a	-	p	-	-	-	m	n	-
,	,	14	u	-	-	-	-	-	-	-	-
ἀνδρῶν	ἀνήρ	15	n	-	p	-	-	-	m	g	-
δὲ	δέ	16	d	-	-	-	-	-	-	-	-
πρῶτον	πρότερος	17	a	-	s	-	-	-	m	a	s
ἔν	ἐν	18	r	-	-	-	-	-	-	-	-
τε	τε	19	c	-	-	-	-	-	-	-	-
συμφοραῖς	συμφορά	20	n	-	p	-	-	-	f	d	-
βίου	βίος	21	n	-	s	-	-	-	m	g	-
κρίνοντες	κρίνω	22	v	-	p	p	p	a	m	n	-
ἔν	ἐν	23	r	-	-	-	-	-	-	-	-
τε	τε	24	c	-	-	-	-	-	-	-	-
δαιμόνων	δαίμων	25	n	-	p	-	-	-	m	g	-
συναλλαγαῖς	συναλλαγή	26	n	-	p	-	-	-	f	d	-
·	·	27	u	-	-	-	-	-	-	-	-

ὅς	ὅς	1	p	-	s	-	-	-	m	n	-
γ'	γε	2	d	-	-	-	-	-	-	-	-
ἐξέλυσας	ἐκλύω	3	v	2	s	a	i	a	-	-	-
ἄστυ	ἄστυ	4	n	-	s	-	-	-	n	a	-
Καδμεῖον	Καδμεῖος	5	a	-	s	-	-	-	n	a	-
μολὼν	βλώσκω	6	v	-	s	a	p	a	m	n	-
σκληρᾶς	σκληρός	7	a	-	s	-	-	-	f	g	-
ἀοιδοῦ	ἀοιδός	8	n	-	s	-	-	-	m	g	-
δασμὸν	δασμός	9	n	-	s	-	-	-	m	a	-
ὃν	ὅς	10	p	-	s	-	-	-	m	a	-
παρείχομεν	παρέχω	11	v	1	p	i	i	a	-	-	-
,	,	12	u	-	-	-	-	-	-	-	-
καὶ	καί	13	c	-	-	-	-	-	-	-	-
ταῦθ'	οὗτος	14	p	-	p	-	-	-	n	a	-
ὑφ'	ὑπό	15	r	-	-	-	-	-	-	-	-
ἡμῶν	ἐγώ	16	p	-	p	-	-	-	m	g	-
οὐδὲν	οὐδείς	17	p	-	s	-	-	-	n	a	-
ἐξειδὼς	ἔξοιδα	18	v	-	s	r	p	a	m	n	-
πλέον	πλείων	19	a	-	s	-	-	-	n	a	c
οὐ	οὐδέ	20	c	-	-	-	-	-	-	-	-
δ'	οὐδέ	21	c	-	-	-	-	-	-	-	-
ἐκδιδαχθείς	ἐκδιδάσκω	22	v	-	s	a	p	p	m	n	-
,	,	23	u	-	-	-	-	-	-	-	-
ἀλλὰ	ἀλλά	24	c	-	-	-	-	-	-	-	-
προσθήκῃ	προσθήκη	25	n	-	s	-	-	-	f	d	-
θεοῦ	θεός	26	n	-	s	-	-	-	m	g	-
λέγει	λέγω	27	v	2	s	p	i	e	-	-	-
νομίζει	νομίζω	28	v	2	s	p	i	e	-	-	-
θ'	τε	29	c	-	-	-	-	-	-	-	-
ἡμὶν	ἐγώ	30	p	-	p	-	-	-	m	d	-
ὀρθῶσαι	ὀρθόω	31	v	-	-	a	n	a	-	-	-
βίον	βίος	32	n	-	s	-	-	-	m	a	-
·	·	33	u	-	-	-	-	-	-	-	-

νῦν	νῦν	1	d	-	-	-	-	-	-	-	-
τ'	τε	2	c	-	-	-	-	-	-	-	-
,	,	3	u	-	-	-	-	-	-	-	-
ὦ	ὦ	4	i	-	-	-	-	-	-	-	-
κράτιστον	κράτιστος	5	a	-	s	-	-	-	n	v	-
πᾶσιν	πᾶς	6	p	-	p	-	-	-	m	d	-
Οἰδίπου	οἰδίπους	7	n	-	s	-	-	-	m	g	-
κάρα	κάρα	8	n	-	p	-	-	-	n	v	-
,	,	9	u	-	-	-	-	-	-	-	-
ἱκετεύομέν	ἱκετεύω	10	v	1	p	p	i	a	-	-	-
σε	σύ	11	p	-	s	-	-	-	m	a	-
πάντες	πᾶς	12	p	-	p	-	-	-	m	n	-
οἵδε	ὅδε	13	p	-	p	-	-	-	m	n	-
πρόστροποι	πρόστροπος	14	a	-	p	-	-	-	m	n	-
ἀλκήν	ἀλκή	15	n	-	s	-	-	-	f	a	-
τιν'	τις	16	p	-	s	-	-	-	f	a	-
εὑρεῖν	εὑρίσκω	17	v	-	-	a	n	a	-	-	-
ἡμίν	ἐγώ	18	p	-	p	-	-	-	m	d	-
,	,	19	u	-	-	-	-	-	-	-	-
εἴ	εἴτε	20	c	-	-	-	-	-	-	-	-
τε	εἴτε	21	c	-	-	-	-	-	-	-	-
του	τις	22	p	-	s	-	-	-	m	g	-
θεῶν	θεός	23	n	-	p	-	-	-	m	g	-
φήμην	φήμη	24	n	-	s	-	-	-	f	a	-
ἀκούσας	ἀκούω	25	v	-	s	a	p	a	m	n	-
εἴ	εἴτε	26	c	-	-	-	-	-	-	-	-
τ'	εἴτε	27	c	-	-	-	-	-	-	-	-
ἀπ'	ἀπό	28	r	-	-	-	-	-	-	-	-
ἀνδρὸς	ἀνήρ	29	n	-	s	-	-	-	m	g	-
οἶσθά	οἶδα	30	v	2	s	r	i	a	-	-	-
του	τις	31	p	-	s	-	-	-	m	g	-
·	·	32	u	-	-	-	-	-	-	-	-

ὡς	ὡς	1	c	-	-	-	-	-	-	-	-
τοῖσιν	ὁ	2	l	-	p	-	-	-	m	d	-
ἐμπείροισι	ἔμπειρος	3	a	-	p	-	-	-	m	d	-
καὶ	καί	4	c	-	-	-	-	-	-	-	-
τὰς	ὁ	5	l	-	p	-	-	-	f	a	-
ξυμφορὰς	συμφορά	6	n	-	p	-	-	-	f	a	-
ζώσας	ζάω	7	v	-	p	p	p	a	f	a	-
ὁρῶ	ὁράω	8	v	1	s	p	i	a	-	-	-
μάλιστα	μάλιστα	9	d	-	-	-	-	-	-	-	s
τῶν	ὁ	10	l	-	p	-	-	-	n	g	-
βουλευμάτων	βούλευμα	11	n	-	p	-	-	-	n	g	-
.	.	12	u	-	-	-	-	-	-	-	-

ἴθ'	εἶμι	1	v	2	s	p	m	a	-	-	-
,	,	2	u	-	-	-	-	-	-	-	-
ὦ	ὦ	3	i	-	-	-	-	-	-	-	-
βροτῶν	βροτός	4	n	-	p	-	-	-	m	g	-
ἄριστ'	ἄριστος	5	a	-	s	-	-	-	m	v	-
,	,	6	u	-	-	-	-	-	-	-	-
ἀνόρθωσον	ἀνορθόω	7	v	2	s	a	m	a	-	-	-
πόλιν	πόλις	8	n	-	s	-	-	-	f	a	-
,	,	9	u	-	-	-	-	-	-	-	-
ἴθ'	εἶμι	10	v	2	s	p	m	a	-	-	-
,	,	11	u	-	-	-	-	-	-	-	-
εὐλαβήθηθ'	εὐλαβέομαι	12	v	2	s	a	m	p	-	-	-
·	·	13	u	-	-	-	-	-	-	-	-

ὡς	ὡς	1	c	-	-	-	-	-	-	-	-
σὲ	σύ	2	p	-	s	-	-	-	m	a	-
νῦν	νῦν	3	d	-	-	-	-	-	-	-	-
μὲν	μέν	4	d	-	-	-	-	-	-	-	-
ἥδε	ὅδε	5	p	-	s	-	-	-	f	n	-
γῆ	γῆ	6	n	-	s	-	-	-	f	n	-
σωτῆρα	σωτήρ	7	n	-	s	-	-	-	m	a	-
κλῄζει	κλῄζω	8	v	3	s	p	i	a	-	-	-
τῆς	ὁ	9	l	-	s	-	-	-	f	g	-
πάρος	πάρος	10	d	-	-	-	-	-	-	-	-
προθυμίας	προθυμία	11	n	-	s	-	-	-	f	g	-
·	·	12	u	-	-	-	-	-	-	-	-

ἀρχῆς	ἀρχή	1	n	-	s	-	-	-	f	g	-
δὲ	δέ	2	d	-	-	-	-	-	-	-	-
τῆς	ὁ	3	l	-	s	-	-	-	f	g	-
σῆς	σός	4	p	-	s	-	-	-	f	g	-
μηδαμῶς	μηδαμός	5	d	-	-	-	-	-	-	-	-
μεμνώμεθα	μιμνήσκω	6	v	1	p	r	s	e	-	-	-
στάντες	ἵστημι	7	v	-	p	a	p	a	m	n	-
τ'	τε	8	c	-	-	-	-	-	-	-	-
ἐς	εἰς	9	r	-	-	-	-	-	-	-	-
ὀρθὸν	ὀρθός	10	a	-	s	-	-	-	n	a	-
καὶ	καί	11	c	-	-	-	-	-	-	-	-
πεσόντες	πίπτω	12	v	-	p	a	p	a	m	n	-
ὕστερον	ὕστερος	13	a	-	s	-	-	-	n	a	-
.	.	14	u	-	-	-	-	-	-	-	-

ἀλλ'	ἀλλά	1	c	-	-	-	-	-	-	-	-
ἀσφαλείᾳ	ἀσφάλεια	2	n	-	s	-	-	-	f	d	-
τήνδ'	ὅδε	3	p	-	s	-	-	-	f	a	-
ἀνόρθωσον	ἀνορθόω	4	v	2	s	a	m	a	-	-	-
πόλιν	πόλις	5	n	-	s	-	-	-	f	a	-
·	·	6	u	-	-	-	-	-	-	-	-

ὄρνιθι	ὄρνις	1	n	-	s	-	-	-	m	d	-
γὰρ	γάρ	2	d	-	-	-	-	-	-	-	-
καὶ	καί	3	c	-	-	-	-	-	-	-	-
τὴν	ὁ	4	l	-	s	-	-	-	f	a	-
τότ'	τότε	5	d	-	-	-	-	-	-	-	-
αἰσίῳ	αἴσιος	6	a	-	s	-	-	-	m	d	-
τύχην	τύχη	7	n	-	s	-	-	-	f	a	-
παρέσχες	παρέχω	8	v	2	s	a	i	a	-	-	-
ἡμῖν	ἐγώ	9	p	-	p	-	-	-	m	d	-
,	,	10	u	-	-	-	-	-	-	-	-
καὶ	καί	11	c	-	-	-	-	-	-	-	-
τανῦν	τανῦν	12	d	-	-	-	-	-	-	-	-
ἴσος	ἴσος	13	a	-	s	-	-	-	m	n	-
γενοῦ	γίγνομαι	14	v	2	s	a	m	m	-	-	-
.	.	15	u	-	-	-	-	-	-	-	-

ὡς	ὡς	1	c	-	-	-	-	-	-	-	-
εἴπερ	εἴπερ	2	c	-	-	-	-	-	-	-	-
ἄρξεις	ἄρχω	3	v	2	s	f	i	a	-	-	-
τῆσδε	ὅδε	4	p	-	s	-	-	-	f	g	-
γῆς	γῆ	5	n	-	s	-	-	-	f	g	-
,	,	6	u	-	-	-	-	-	-	-	-
ὥσπερ	ὥσπερ	7	c	-	-	-	-	-	-	-	-
κρατεῖς	κρατέω	8	v	2	s	p	i	a	-	-	-
,	,	9	u	-	-	-	-	-	-	-	-
ξὺν	σύν	10	r	-	-	-	-	-	-	-	-
ἀνδράσιν	ἀνήρ	11	n	-	p	-	-	-	m	d	-
κάλλιον	καλός	12	a	-	s	-	-	-	n	n	c
ἢ	ἤ	13	c	-	-	-	-	-	-	-	-
κενῆς	κενός	14	a	-	s	-	-	-	f	g	-
κρατεῖν	κρατέω	15	v	-	-	p	n	a	-	-	-
·	·	16	u	-	-	-	-	-	-	-	-

ὡς	ὡς	1	c	-	-	-	-	-	-	-	-
οὐδέν	οὐδείς	2	p	-	s	-	-	-	n	n	-
ἐστιν	εἰμί	3	v	3	s	p	i	a	-	-	-
οὔ	οὔτε	4	c	-	-	-	-	-	-	-	-
τε	οὔτε	5	c	-	-	-	-	-	-	-	-
πύργος	πύργος	6	n	-	s	-	-	-	m	n	-
οὔ	οὔτε	7	c	-	-	-	-	-	-	-	-
τε	οὔτε	8	c	-	-	-	-	-	-	-	-
ναῦς	ναῦς	9	n	-	s	-	-	-	f	n	-
ἔρημος	ἐρῆμος	10	a	-	s	-	-	-	m	n	-
ἀνδρῶν	ἀνήρ	11	n	-	p	-	-	-	m	g	-
μὴ	μή	12	d	-	-	-	-	-	-	-	-
ξυνοικούντων	συνοικέω	13	v	-	p	p	p	a	m	g	-
ἔσω	ἔσω	14	r	-	-	-	-	-	-	-	-
.	.	15	u	-	-	-	-	-	-	-	-

ὦ	ὦ	1	i	-	-	-	-	-	-	-	-
παῖδες	παῖς	2	n	-	p	-	-	-	m	v	-
οἰκτροί	οἰκτρός	3	a	-	p	-	-	-	m	v	-
,	,	4	u	-	-	-	-	-	-	-	-
γνωτὰ	γνωτός	5	a	-	p	-	-	-	n	a	-
κ	καί	6	c	-	-	-	-	-	-	-	-
οὐκ	οὐ	7	d	-	-	-	-	-	-	-	-
ἄγνωτά	ἄγνωστος	8	a	-	p	-	-	-	n	a	-
μοι	ἐγώ	9	p	-	s	-	-	-	m	d	-
προσήλθεθ'	προσέρχομαι	10	v	2	p	a	i	a	-	-	-
ἱμείροντες	ἱμείρω	11	v	-	p	p	p	a	m	n	-
·	·	12	u	-	-	-	-	-	-	-	-

εὖ	εὖ	1	d	-	-	-	-	-	-	-	-
γὰρ	γάρ	2	d	-	-	-	-	-	-	-	-
οἶδ'	οἶδα	3	v	1	s	r	i	a	-	-	-
ὅτι	ὅτι	4	c	-	-	-	-	-	-	-	-
νοσεῖτε	νοσέω	5	v	2	p	p	i	a	-	-	-
πάντες	πᾶς	6	p	-	p	-	-	-	m	n	-
,	,	7	u	-	-	-	-	-	-	-	-
καὶ	καί	8	c	-	-	-	-	-	-	-	-
νοσοῦντες	νοσέω	9	v	-	p	p	p	a	m	n	-
,	,	10	u	-	-	-	-	-	-	-	-
ὡς	ὡς	11	c	-	-	-	-	-	-	-	-
ἐγὼ	ἐγώ	12	p	-	s	-	-	-	m	n	-
οὐκ	οὐ	13	d	-	-	-	-	-	-	-	-
ἔστιν	εἰμί	14	v	3	s	p	i	a	-	-	-
ὑμῶν	σύ	15	p	-	p	-	-	-	m	g	-
ὅστις	ὅστις	16	p	-	s	-	-	-	m	n	-
ἐξ	ἐκ	17	r	-	-	-	-	-	-	-	-
ἴσου	ἴσος	18	a	-	s	-	-	-	n	g	-
νοσεῖ	νοσέω	19	v	3	s	p	i	a	-	-	-
.	.	20	u	-	-	-	-	-	-	-	-

τὸ	ὁ	1	l	-	s	-	-	-	n	n	-
μὲν	μέν	2	d	-	-	-	-	-	-	-	-
