form	lemma	id	pos	pers	num	tense	mood	voice	gend	case	degree
ἐς	εἰς	8	r	-	-	-	-	-	-	-	-
Σαρδὼ	Σαρδώ	9	n	-	s	-	-	-	f	n	-
καὶ	καί	10	d	-	-	-	-	-	-	-	-
ἔπειτα	ἔπειτα	11	d	-	-	-	-	-	-	-	-
πόλιν	πόλις	12	n	-	s	-	-	-	f	a	-
μίαν	εἷς	13	a	-	s	-	-	-	f	a	-
κτίζειν	κτίζω	14	v	-	-	p	n	a	-	-	-
πάντων	πᾶς	15	a	-	p	-	-	-	m	g	-
Ἰώνων	Ἴωνες	16	n	-	p	-	-	-	m	g	-
,	punc1	17	u	-	-	-	-	-	-	-	-
καὶ	καί	18	c	-	-	-	-	-	-	-	-
οὕτω	οὕτως	19	d	-	-	-	-	-	-	-	-
ἀπαλλαχθέντας	ἀπαλλαξείω	20	v	-	p	a	p	p	m	a	-
σφέας	σφεῖς	21	p	-	p	-	-	-	m	a	-
δουλοσύνης	δουλοσύνη	22	n	-	s	-	-	-	f	g	-
εὐδαιμονήσειν	εὐδαιμονέω	23	v	-	-	f	n	a	-	-	-
,	punc1	24	u	-	-	-	-	-	-	-	-
νήσων	νῆσος	25	n	-	p	-	-	-	f	g	-
τε	τε	26	d	-	-	-	-	-	-	-	-
ἁπασέων	ἅπας	27	a	-	p	-	-	-	f	g	-
μεγίστην	μέγας	28	a	-	s	-	-	-	f	a	-
νεμομένους	νέμω	29	v	-	p	p	p	e	m	a	-
καὶ	καί	30	c	-	-	-	-	-	-	-	-
ἄρχοντας	ἄρχω	31	v	-	p	p	p	a	m	a	-
ἄλλων	ἄλλος	32	p	-	p	-	-	-	f	g	-
:	punc1	33	u	-	-	-	-	-	-	-	-

μένουσι	μένω	1	v	-	p	p	p	a	m	d	-
δέ	δέ	2	d	-	-	-	-	-	-	-	-
σφι	σφεῖς	3	p	-	p	-	-	-	m	d	-
ἐν	ἐν	4	r	-	-	-	-	-	-	-	-
τῇ	ὁ	5	l	-	s	-	-	-	f	d	-
Ἰωνίῃ	Ἰωνία	6	n	-	s	-	-	-	f	d	-
οὐκ	οὐ	7	d	-	-	-	-	-	-	-	-
ἔφη	φημί	8	v	3	s	i	i	a	-	-	-
ἐνορᾶν	ἐνοράω	9	v	-	s	p	p	a	m	v	-
ἐλευθερίην	ἐλευθερία	10	n	-	s	-	-	-	f	a	-
ἔτι	ἔτι	11	d	-	-	-	-	-	-	-	-
ἐσομένην	εἰμί	12	v	-	s	f	p	m	f	a	-
.	punc1	13	u	-	-	-	-	-	-	-	-

αὕτη	οὗτος	1	a	-	s	-	-	-	f	n	_
μὲν	μέν	2	d	-	-	-	-	-	-	-	-
Βίαντος	Βίας	3	n	-	s	-	-	-	m	g	-
τοῦ	ὁ	4	l	-	s	-	-	-	m	g	-
Πριηνέος	Πριηνεύς	5	n	-	s	-	-	-	m	g	-
γνώμη	γνώμη	6	n	-	s	-	-	-	f	n	-
ἐπὶ	ἐπί	7	r	-	-	-	-	-	-	-	-
διεφθαρμένοισι	διαφθείρω	8	v	-	p	r	p	e	m	d	-
Ἴωσι	ἴωσις	9	n	-	s	-	-	-	f	v	-
γενομένη	γίγνομαι	10	v	-	s	a	p	m	f	n	-
,	punc1	11	u	-	-	-	-	-	-	-	-
χρηστὴ	χρηστός	12	a	-	s	-	-	-	f	n	-
δὲ	δέ	13	c	-	-	-	-	-	-	-	-
καὶ	καί	14	d	-	-	-	-	-	-	-	-
πρὶν	πρίν	15	d	-	-	-	-	-	-	-	-
ἢ	ἤ1	16	c	-	-	-	-	-	-	-	-
διαφθαρῆναι	διαφθείρω	17	v	-	-	a	n	p	-	-	-
Ἰωνίην	Ἰωνία	18	n	-	s	-	-	-	f	a	-
Θάλεω	Θάλης	19	n	-	s	-	-	-	m	g	-
ἀνδρὸς	ἀνήρ	20	n	-	s	-	-	-	m	g	-
Μιλησίου	Μιλήσιος	21	n	-	s	-	-	-	m	g	-
ἐγένετο	γίγνομαι	22	v	3	s	a	i	m	-	-	-
,	punc1	23	u	-	-	-	-	-	-	-	-
τὸ	ὁ	24	l	-	s	-	-	-	n	a	-
ἀνέκαθεν	ἀνέκαθεν	25	d	-	-	-	-	-	-	-	-
γένος	γένος	26	n	-	s	-	-	-	n	a	-
ἐόντος	εἰμί	27	v	-	s	p	p	a	m	g	-
Φοίνικος	φοῖνιξ	28	n	-	s	-	-	-	m	g	-
,	punc1	29	u	-	-	-	-	-	-	-	-
ὃς	ὅς	30	p	-	s	-	-	-	m	n	-
ἐκέλευε	κελεύω	31	v	3	s	i	i	a	-	-	-
ἓν	εἷς	32	a	-	s	-	-	-	n	a	-
βουλευτήριον	βουλευτήριον	33	n	-	s	-	-	-	n	n	-
Ἴωνας	Ἴωνες	34	n	-	p	-	-	-	m	a	-
ἐκτῆσθαι	κτέομαι	35	v	-	-	r	n	e	-	-	-
,	punc1	36	u	-	-	-	-	-	-	-	-
τὸ	ὁ	37	l	-	s	-	-	-	n	a	-
δὲ	δέ	38	d	-	-	-	-	-	-	-	-
εἶναι	εἰμί	39	v	-	-	p	n	a	-	-	-
ἐν	ἐν	40	r	-	-	-	-	-	-	-	-
Τέῳ	Τέως	41	n	-	s	-	-	-	m	d	-
[	punc1	42	u	-	-	-	-	-	-	-	-
Τέων	Τέος	43	n	-	p	-	-	-	m	g	-
γὰρ	γάρ	44	d	-	-	-	-	-	-	-	-
μέσον	μέσος	45	a	-	s	-	-	-	n	n	-
εἶναι	εἰμί	46	v	-	-	p	n	a	-	-	-
Ἰωνίης	Ἰωνία	47	n	-	s	-	-	-	f	g	-
]	punc1	48	u	-	-	-	-	-	-	-	-
,	punc1	49	u	-	-	-	-	-	-	-	-
τὰς	ὁ	50	l	-	p	-	-	-	f	a	-
δὲ	δέ	51	c	-	-	-	-	-	-	-	-
ἄλλας	ἄλλος	52	a	-	p	-	-	-	f	a	-
πόλιας	πόλις	53	n	-	p	-	-	-	f	a	-
οἰκεομένας	οἰκέω	54	v	-	p	p	p	e	f	a	-
μηδὲν	μηδείς	55	p	-	s	-	-	-	n	a	-
ἧσσον	ἥσσων	56	a	-	s	-	-	-	n	a	c
νομίζεσθαι	νομίζω	57	v	-	-	p	n	e	-	-	-
κατά	κατά	58	d	-	-	-	-	-	-	-	_
περ	πέρ	59	d	-	-	-	-	-	-	-	-
εἴ	εἴ	60	c	-	-	-	-	-	-	-	-
δῆμοι	δῆμος	61	n	-	p	-	-	-	m	n	-
εἶεν	εἰμί	62	v	3	p	p	o	a	-	-	-
:	punc1	63	u	-	-	-	-	-	-	-	-

οὗτοι	οὗτος	1	p	-	p	-	-	-	m	n	-
μὲν	μέν	2	d	-	-	-	-	-	-	-	-
δή	δή	3	d	-	-	-	-	-	-	-	-
σφι	σφεῖς	4	p	-	p	-	-	-	m	d	-
γνώμας	γνώμη	5	n	-	p	-	-	-	f	a	-
τοιάσδε	τοιόσδε	6	a	-	p	-	-	-	f	a	-
ἀπεδέξαντο	ἀποδείκνυμι	7	v	3	p	a	i	m	-	-	-
.	punc1	8	u	-	-	-	-	-	-	-	-

Ἅρπαγος	ἅρπαγος	1	n	-	s	-	-	-	m	n	-
δὲ	δέ	2	d	-	-	-	-	-	-	-	-
καταστρεψάμενος	καταστρέφω	3	v	-	s	a	p	m	m	n	-
Ἰωνίην	Ἰωνία	4	n	-	s	-	-	-	f	a	-
ἐποιέετο	ποιέω	5	v	3	s	i	i	e	-	-	-
στρατηίην	στρατεία	6	n	-	s	-	-	-	f	a	-
ἐπὶ	ἐπί	7	r	-	-	-	-	-	-	-	-
Κᾶρας	Κάρ	8	n	-	p	-	-	-	m	a	-
καὶ	καί	9	d	-	-	-	-	-	-	-	-
Καυνίους	Καύνιος	10	n	-	p	-	-	-	m	a	-
καὶ	καί	11	c	-	-	-	-	-	-	-	-
Λυκίους	Λύκιος	12	n	-	p	-	-	-	m	a	-
,	punc1	13	u	-	-	-	-	-	-	-	-
ἅμα	ἅμα	14	d	-	-	-	-	-	-	-	-
ἀγόμενος	ἄγω	15	v	-	s	p	p	e	m	n	-
καὶ	καί	16	d	-	-	-	-	-	-	-	-
Ἴωνας	Ἴωνες	17	n	-	p	-	-	-	m	a	-
καὶ	καί	18	c	-	-	-	-	-	-	-	-
Αἰολέας	Αἰολεύς	19	n	-	p	-	-	-	m	a	-
.	punc1	20	u	-	-	-	-	-	-	-	-

εἰσὶ	εἰμί	1	v	3	p	p	i	a	-	-	-
δὲ	δέ	2	d	-	-	-	-	-	-	-	-
τούτων	οὗτος	3	p	-	p	-	-	-	m	g	-
Κᾶρες	Κάρ	4	n	-	p	-	-	-	m	n	-
μὲν	μέν	5	d	-	-	-	-	-	-	-	-
ἀπιγμένοι	ἀφικνέομαι	6	v	-	p	r	p	e	m	n	-
ἐς	εἰς	7	r	-	-	-	-	-	-	-	-
τὴν	ὁ	8	l	-	s	-	-	-	f	a	-
ἤπειρον	ἤπειρος	9	n	-	s	-	-	-	f	a	-
ἐκ	ἐκ	10	r	-	-	-	-	-	-	-	-
τῶν	ὁ	11	l	-	p	-	-	-	f	g	-
νήσων	νῆσος	12	n	-	p	-	-	-	f	g	-
.	punc1	13	u	-	-	-	-	-	-	-	-

τὸ	ὁ	1	l	-	s	-	-	-	n	a	-
γὰρ	γάρ	2	d	-	-	-	-	-	-	-	-
παλαιὸν	παλαιός	3	a	-	s	-	-	-	n	a	-
ἐόντες	εἰμί	4	v	-	p	p	p	a	m	n	-
Μίνω	Μίνως	5	n	-	s	-	-	-	m	g	-
κατήκοοι	κατήκοος	6	a	-	p	-	-	-	m	n	-
καὶ	καί	7	c	-	-	-	-	-	-	-	-
καλεόμενοι	καλέω	8	v	-	p	f	p	m	m	n	-
Λέλεγες	Λέλεγες	9	n	-	p	-	-	-	m	n	-
εἶχον	ἔχω	10	v	3	p	i	i	a	-	-	-
τὰς	ὁ	11	l	-	p	-	-	-	f	a	-
νήσους	νῆσος	12	n	-	p	-	-	-	f	a	-
,	punc1	13	u	-	-	-	-	-	-	-	-
φόρον	φόρος	14	n	-	s	-	-	-	m	a	-
μὲν	μέν	15	d	-	-	-	-	-	-	-	-
οὐδένα	οὐδείς	16	a	-	s	-	-	-	m	a	-
ὑποτελέοντες	ὑποτελέω	17	v	-	p	p	p	a	m	n	-
,	punc1	18	u	-	-	-	-	-	-	-	-
ὅσον	ὅσος	19	a	-	s	-	-	-	n	a	-
καὶ	καί	20	d	-	-	-	-	-	-	-	-
ἐγὼ	ἐγώ	21	p	1	s	-	-	-	m	n	-
δυνατός	δυνατός	22	a	-	s	-	-	-	m	n	-
εἰμι	εἰμί	23	v	1	s	p	i	a	-	-	-
ἐπὶ	ἐπί	24	r	-	-	-	-	-	-	-	-
μακρότατον	μακρός	25	a	-	s	-	-	-	n	a	s
ἐξικέσθαι	ἐξικνέομαι	26	v	-	-	a	n	m	-	-	-
ἀκοῇ	ἀκοή	27	n	-	s	-	-	-	f	d	-
:	punc1	28	u	-	-	-	-	-	-	-	-

οἳ	ὁ	1	l	-	p	-	-	-	m	n	-
δέ	δέ	2	d	-	-	-	-	-	-	-	-
,	punc1	3	u	-	-	-	-	-	-	-	-
ὅκως	ὅπως	4	c	-	-	-	-	-	-	-	-
Μίνως	Μίνως	5	n	-	p	-	-	-	m	n	-
δέοιτο	δέω2	6	v	3	s	p	o	e	-	-	-
,	punc1	7	u	-	-	-	-	-	-	-	-
ἐπλήρουν	πληρόω	8	v	3	p	i	i	a	-	-	-
οἱ	ἕ	9	p	-	s	-	-	-	m	d	-
τὰς	ὁ	10	l	-	p	-	-	-	f	a	-
νέας	ναῦς	11	n	-	p	-	-	-	f	a	-
.	punc1	12	u	-	-	-	-	-	-	-	-

ἅτε	ἅτε	1	c	-	-	-	-	-	-	-	-
δὴ	δή	2	d	-	-	-	-	-	-	-	-
Μίνω	Μίνως	3	n	-	s	-	-	-	m	g	-
τε	τε	4	d	-	-	-	-	-	-	-	-
κατεστραμμένου	καταστρέφω	5	v	-	s	r	p	e	m	g	-
γῆν	Γαῖα	6	n	-	s	-	-	-	f	a	-
πολλὴν	πολύς	7	a	-	s	-	-	-	f	a	-
καὶ	καί	8	c	-	-	-	-	-	-	-	-
εὐτυχέοντος	εὐτυχέω	9	v	-	s	p	p	a	m	g	-
τῷ	ὁ	10	l	-	s	-	-	-	m	d	-
πολέμῳ	πόλεμος	11	n	-	s	-	-	-	m	d	-
,	punc1	12	u	-	-	-	-	-	-	-	-
τὸ	ὁ	13	l	-	s	-	-	-	n	n	-
Καρικὸν	Καρικός	14	a	-	s	-	-	-	n	n	-
ἦν	εἰμί	15	v	3	s	i	i	a	-	-	-
ἔθνος	ἔθνος	16	n	-	s	-	-	-	n	n	-
λογιμώτατον	λόγιμος	17	a	-	s	-	-	-	n	n	s
τῶν	ὁ	18	l	-	p	-	-	-	n	g	-
ἐθνέων	ἔθνος	19	n	-	p	-	-	-	n	g	-
ἁπάντων	ἅπας	20	a	-	p	-	-	-	n	g	-
κατὰ	κατά	21	r	-	-	-	-	-	-	-	-
τοῦτον	οὗτος	22	a	-	s	-	-	-	m	a	-
ἅμα	ἅμα	23	d	-	-	-	-	-	-	-	-
τὸν	ὁ	24	l	-	s	-	-	-	m	a	-
χρόνον	χρόνος	25	n	-	s	-	-	-	m	a	-
μακρῷ	μακρός	26	a	-	s	-	-	-	n	d	-
μάλιστα	μάλιστα	27	d	-	-	-	-	-	-	-	-
.	punc1	28	u	-	-	-	-	-	-	-	-

καί	καί	1	d	-	-	-	-	-	-	-	-
σφι	σφεῖς	2	p	-	p	-	-	-	m	d	-
τριξὰ	τριξός	3	a	-	p	-	-	-	n	n	-
ἐξευρήματα	ἐξεύρημα	4	n	-	p	-	-	-	n	n	-
ἐγένετο	γίγνομαι	5	v	3	s	a	i	m	-	-	-
,	punc1	6	u	-	-	-	-	-	-	-	-
τοῖσι	ὅς	7	p	-	p	-	-	-	n	d	-
οἱ	ὁ	8	l	-	p	-	-	-	m	n	-
Ἕλληνες	Ἕλλην	9	n	-	p	-	-	-	m	n	-
ἐχρήσαντο	χράω2	10	v	3	p	a	i	m	-	-	-
:	punc1	11	u	-	-	-	-	-	-	-	-

καὶ	καί	1	d	-	-	-	-	-	-	-	-
γὰρ	γάρ	2	d	-	-	-	-	-	-	-	-
ἐπὶ	ἐπί	3	r	-	-	-	-	-	-	-	-
τὰ	ὁ	4	l	-	p	-	-	-	n	a	-
κράνεα	κράνος	5	n	-	p	-	-	-	n	a	-
λόφους	λόφος	6	n	-	p	-	-	-	m	a	-
ἐπιδέεσθαι	ἐπιδέω	7	v	-	-	p	n	e	-	-	-
Κᾶρες	Κάρ	8	n	-	p	-	-	-	m	n	-
εἰσὶ	εἰμί	9	v	3	p	p	i	a	-	-	-
οἱ	ὁ	10	l	-	p	-	-	-	m	n	-
καταδέξαντες	καταδείκνυμι	11	v	-	p	a	p	a	m	n	-
καὶ	καί	12	c	-	-	-	-	-	-	-	-
ἐπὶ	ἐπί	13	r	-	-	-	-	-	-	-	-
τὰς	ὁ	14	l	-	p	-	-	-	f	a	-
ἀσπίδας	ἀσπίς	15	n	-	p	-	-	-	f	a	-
τὰ	ὁ	16	l	-	p	-	-	-	n	a	-
σημήια	σημεῖον	17	n	-	p	-	-	-	n	a	-
ποιέεσθαι	ποιέω	18	v	-	-	p	n	e	-	-	-
,	punc1	19	u	-	-	-	-	-	-	-	-
καὶ	καί	20	c	-	-	-	-	-	-	-	-
ὄχανα	ὄχανον	21	n	-	p	-	-	-	n	a	-
ἀσπίσι	ἀσπίς	22	n	-	p	-	-	-	f	d	-
οὗτοι	οὗτος	23	p	-	p	-	-	-	m	n	-
εἰσὶ	εἰμί	24	v	3	p	p	i	a	-	-	-
οἱ	ὁ	25	l	-	p	-	-	-	m	n	-
ποιησάμενοι	ποιέω	26	v	-	p	a	p	m	m	n	-
πρῶτοι	πρῶτος	27	a	-	p	-	-	-	m	n	-
:	punc1	28	u	-	-	-	-	-	-	-	-

τέως	τέως	1	d	-	-	-	-	-	-	-	-
δὲ	δέ	2	d	-	-	-	-	-	-	-	-
ἄνευ	ἄνευ	3	r	-	-	-	-	-	-	-	-
ὀχάνων	ὄχανον	4	n	-	p	-	-	-	n	g	-
ἐφόρεον	φορέω	5	v	3	p	i	i	a	-	-	-
τὰς	ὁ	6	l	-	p	-	-	-	f	a	-
ἀσπίδας	ἀσπίς	7	n	-	p	-	-	-	f	a	-
πάντες	πᾶς	8	a	-	p	-	-	-	m	n	-
οἳ	ὅς	9	p	-	p	-	-	-	m	n	-
περ	πέρ	10	d	-	-	-	-	-	-	-	-
ἐώθεσαν	ἔθω	11	v	3	p	l	i	a	-	-	-
ἀσπίσι	ἀσπίς	12	n	-	p	-	-	-	f	d	-
χρᾶσθαι	χράομαι	13	v	-	-	p	n	e	-	-	-
,	punc1	14	u	-	-	-	-	-	-	-	-
τελαμῶσι	τελαμών	15	n	-	p	-	-	-	m	d	-
σκυτίνοισι	σκύτινος	16	a	-	p	-	-	-	m	d	-
οἰηκίζοντες	οἰακίζω	17	v	-	p	p	p	a	m	n	-
,	punc1	18	u	-	-	-	-	-	-	-	-
περὶ	περί	19	r	-	-	-	-	-	-	-	-
τοῖσι	ὁ	20	l	-	p	-	-	-	m	d	-
αὐχέσι	αὐχήν	21	n	-	p	-	-	-	m	d	-
τε	τε	22	d	-	-	-	-	-	-	-	-
καὶ	καί	23	c	-	-	-	-	-	-	-	-
τοῖσι	ὁ	24	l	-	p	-	-	-	m	d	-
ἀριστεροῖσι	ἀριστερός	25	a	-	p	-	-	-	m	d	-
ὤμοισι	ὦμος	26	n	-	p	-	-	-	m	d	-
περικείμενοι	περίκειμαι	27	v	-	p	r	p	e	m	n	-
.	punc1	28	u	-	-	-	-	-	-	-	-

μετὰ	μετά	1	d	-	-	-	-	-	-	-	-
δὲ	δέ	2	d	-	-	-	-	-	-	-	-
τοὺς	ὁ	3	l	-	p	-	-	-	m	a	-
Κᾶρας	Κάρ	4	n	-	p	-	-	-	m	a	-
χρόνῳ	χρόνος	5	n	-	s	-	-	-	m	d	-
ὕστερον	ὕστερον	6	n	-	s	-	-	-	n	a	-
πολλῷ	πολύς	7	a	-	s	-	-	-	m	d	-
Δωριέες	Δωριεύς	8	n	-	p	-	-	-	m	n	-
τε	τε	9	d	-	-	-	-	-	-	-	-
καὶ	καί	10	c	-	-	-	-	-	-	-	-
Ἴωνες	Ἴωνες	11	n	-	p	-	-	-	m	n	-
ἐξανέστησαν	ἐξανίστημι	12	v	3	p	a	i	a	-	-	-
ἐκ	ἐκ	13	r	-	-	-	-	-	-	-	-
τῶν	ὁ	14	l	-	p	-	-	-	f	g	-
νήσων	νῆσος	15	n	-	p	-	-	-	f	g	-
,	punc1	16	u	-	-	-	-	-	-	-	-
καὶ	καί	17	c	-	-	-	-	-	-	-	-
οὕτω	οὕτως	18	d	-	-	-	-	-	-	-	-
ἐς	εἰς	19	r	-	-	-	-	-	-	-	-
τὴν	ὁ	20	l	-	s	-	-	-	f	a	-
ἤπειρον	ἤπειρος	21	n	-	s	-	-	-	f	a	-
ἀπίκοντο	ἀφικνέομαι	22	v	3	p	a	i	m	-	-	-
.	punc1	23	u	-	-	-	-	-	-	-	-

κατὰ	κατά	1	d	-	-	-	-	-	-	-	-
μὲν	μέν	2	d	-	-	-	-	-	-	-	-
δὴ	δή	3	d	-	-	-	-	-	-	-	-
Κᾶρας	Κάρ	4	n	-	p	-	-	-	m	a	-
οὕτω	οὕτως	5	d	-	-	-	-	-	-	-	-
Κρῆτες	Κρής	6	n	-	p	-	-	-	m	n	-
λέγουσι	λέγω3	7	v	3	p	p	i	a	-	-	-
γενέσθαι	γίγνομαι	8	v	-	-	a	n	m	-	-	-
:	punc1	9	u	-	-	-	-	-	-	-	-

οὐ	οὐ	1	d	-	-	-	-	-	-	-	-
μέντοι	μέντοι	2	d	-	-	-	-	-	-	-	-
αὐτοί	αὐτός	3	p	-	p	-	-	-	m	n	-
γε	γε	4	d	-	-	-	-	-	-	-	-
ὁμολογέουσι	ὁμολογέω	5	v	3	p	p	i	a	-	-	-
τούτοισι	οὗτος	6	p	-	p	-	-	-	m	d	-
οἱ	ὁ	7	l	-	p	-	-	-	m	n	-
Κᾶρες	Κάρ	8	n	-	p	-	-	-	m	n	-
,	punc1	9	u	-	-	-	-	-	-	-	-
ἀλλὰ	ἀλλά	10	c	-	-	-	-	-	-	-	-
νομίζουσι	νομίζω	11	v	3	p	p	i	a	-	-	-
αὐτοὶ	αὐτός	12	p	-	p	-	-	-	m	n	-
ἑωυτοὺς	ἑαυτοῦ	13	p	-	p	-	-	-	m	a	-
εἶναι	εἰμί	14	v	-	-	p	n	a	-	-	-
αὐτόχθονας	αὐτόχθων	15	a	-	p	-	-	-	m	a	-
ἠπειρώτας	ἠπειρώτης	16	n	-	p	-	-	-	m	a	-
,	punc1	17	u	-	-	-	-	-	-	-	-
καὶ	καί	18	d	-	-	-	-	-	-	-	-
τῷ	ὁ	19	l	-	s	-	-	-	n	d	-
οὐνόματι	ὄνομα	20	n	-	s	-	-	-	n	d	-
τῷ	ὁ	21	l	-	s	-	-	-	n	d	-
αὐτῷ	αὐτός	22	a	-	s	-	-	-	n	d	-
αἰεὶ	ἀεί	23	d	-	-	-	-	-	-	-	-
διαχρεωμένους	διαχράομαι	24	v	-	p	p	p	e	m	a	-
τῷ	ὅς	25	p	-	s	-	-	-	n	d	-
περ	πέρ	26	d	-	-	-	-	-	-	-	-
νῦν	νῦν	27	d	-	-	-	-	-	-	-	-
.	punc1	28	u	-	-	-	-	-	-	-	-

ἀποδείκνῦσι	ἀποδείκνυμι	1	v	3	p	p	i	a	-	-	-
δὲ	δέ	2	d	-	-	-	-	-	-	-	-
ἐν	ἐν	3	r	-	-	-	-	-	-	-	-
Μυλάσοισι		4	n	-	p	-	-	-	m	d	-
Διὸς	Ζεύς	5	n	-	s	-	-	-	m	g	-
Καρίου	Κάριος	6	a	-	s	-	-	-	m	g	-
ἱρὸν	ἱερόν	7	n	-	s	-	-	-	n	a	-
ἀρχαῖον	ἀρχαῖος	8	a	-	s	-	-	-	n	a	-
,	punc1	9	u	-	-	-	-	-	-	-	-
τοῦ	ὅς	10	p	-	s	-	-	-	n	g	-
Μυσοῖσι	Μυσός	11	n	-	p	-	-	-	m	d	-
μὲν	μέν	12	d	-	-	-	-	-	-	-	-
καὶ	καί	13	c	-	-	-	-	-	-	-	-
Λυδοῖσι	Λυδός	14	n	-	p	-	-	-	m	d	-
μέτεστι	μέτειμι1	15	v	3	s	p	i	a	-	-	-
ὡς	ὡς	16	c	-	-	-	-	-	-	-	-
κασιγνήτοισι	κασίγνητος	17	n	-	p	-	-	-	m	d	-
ἐοῦσι	εἰμί	18	v	-	p	p	p	a	m	d	-
τοῖσι	ὁ	19	l	-	p	-	-	-	m	d	-
Καρσί	Κάρ	20	n	-	p	-	-	-	m	d	-
:	punc1	21	u	-	-	-	-	-	-	-	-

τὸν	ὁ	1	l	-	s	-	-	-	m	a	-
γὰρ	γάρ	2	d	-	-	-	-	-	-	-	-
Λυδὸν	Λυδός	3	n	-	s	-	-	-	m	a	-
καὶ	καί	4	c	-	-	-	-	-	-	-	-
τὸν	ὁ	5	l	-	s	-	-	-	m	a	-
Μυσὸν	Μυσός	6	n	-	s	-	-	-	m	a	-
λέγουσι	λέγω3	7	v	3	p	p	i	a	-	-	-
εἶναι	εἰμί	8	v	-	-	p	n	a	-	-	-
Καρὸς	Κάρ	9	n	-	s	-	-	-	m	g	-
ἀδελφεούς	ἀδελφός	10	n	-	p	-	-	-	m	a	-
.	punc1	11	u	-	-	-	-	-	-	-	-

τούτοισι	οὗτος	1	p	-	p	-	-	-	m	d	-
μὲν	μέν	2	d	-	-	-	-	-	-	-	-
δὴ	δή	3	d	-	-	-	-	-	-	-	-
μέτεστι	μέτειμι1	4	v	3	s	p	i	a	-	-	-
,	punc1	5	u	-	-	-	-	-	-	-	-
ὅσοι	ὅσος	6	a	-	p	-	-	-	m	n	-
δὲ	δέ	7	c	-	-	-	-	-	-	-	-
ἐόντες	εἰμί	8	v	-	p	p	p	a	m	n	-
ἄλλου	ἄλλος	9	a	-	s	-	-	-	n	g	-
ἔθνεος	ἔθνος	10	n	-	s	-	-	-	n	g	-
ὁμόγλωσσοι	ὁμόγλωσσος	11	a	-	p	-	-	-	m	n	-
τοῖσι	ὁ	12	l	-	p	-	-	-	m	d	-
Καρσὶ	Κάρ	13	n	-	p	-	-	-	m	d	-
ἐγένοντο	γίγνομαι	14	v	3	p	a	i	m	-	-	-
,	punc1	15	u	-	-	-	-	-	-	-	-
τούτοισι	οὗτος	16	p	-	p	-	-	-	m	d	-
δὲ	δέ	17	d	-	-	-	-	-	-	-	-
οὐ	οὐ	18	d	-	-	-	-	-	-	-	-
μέτα	μετά	19	r	-	-	-	-	-	-	-	-
.	punc1	20	u	-	-	-	-	-	-	-	-

οἱ	ὁ	1	l	-	p	-	-	-	m	n	-
δὲ	δέ	2	d	-	-	-	-	-	-	-	-
Καύνιοι	Καύνιος	3	n	-	p	-	-	-	m	n	-
